#rain.dat		rainfall																						
@dataValueAttribs																								
rain	0	9999	mm																					
@dataSetAttribs																								
missingDataVal	-9999																							
dataStart	01.02.1993 07:30																							
dataEnd	31.12.1999 07:30																							
tres	d																							
@statAttribVal																								
name	Serala	New Agatha	Monavein	Mamathola	Thabina	Letaba	Berlyn	Haenertsburg	Letaba Drift	Broederstrom	Glenshiel	Stampblokfo	Eiland	Black Hilss	Modjadji Na	Merensky	Zomerkomst	Duiwelskloo	Westphalia	Vergelegen	Belvedere	De Hoek	Kondowi	
ID	635873W	679267W	679268W	679209W	679508W	679562A	679654W	678776W	679086W	678858W	678836W	678863W	680280W	680225W	679608W	679227W	679197W	679194W	679164W	679141W	679135W	679019W	680494W	
03.08.1993	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
04.08.1993	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
05.08.1993	7:30	0	0	0	0	0	3.9	0	0	0	0	0	0	0	0	0	3.3	6	0	0	0	0	0	0
06.08.1993	7:30	0	1.8	1.8	0	0	0	0	3.5	3.9	10.5	5	6	0	0	0	0	0	7.5	0	4	12.5	0	0
07.08.1993	7:30	8.5	0	2.8	0	0	0	0	0	5	3.5	5	5	0	0	0	0	0.7	2.5	0	2.5	1.8	0	0
08.08.1993	7:30	1	4.5	2	15	0.7	3.7	0	0	2	4.5	4	6.5	0	0	0	4	0.9	1	13	2	2.5	0	0
09.08.1993	7:30	0	1.4	1.1	0	0	0	0	0	0.4	0	1	1	0	0	0	0	0.7	0	0	1.5	0	0	0
10.08.1993	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11.08.1993	7:30	0	0	0	0	0	0	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12.08.1993	7:30	0	3.5	3.9	3	0	3.6	0	0	0.8	4	0	1.5	0	0	4.5	0	3.7	4	3.5	8	0	0	0
13.08.1993	7:30	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14.08.1993	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15.08.1993	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16.08.1993	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17.08.1993	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18.08.1993	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19.08.1993	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20.08.1993	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.5	0	0	0	0
21.08.1993	7:30	0	3.2	3.1	0	0	0	0	0	0	10	4	0	0	0	0	0	0	0	0	1.5	0	0	0
22.08.1993	7:30	0	0	0.2	0	0	0	0	4	0.2	5.5	1.5	9.5	0	0	0	0	0	0	0	0.1	0	0	0
23.08.1993	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0
24.08.1993	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0	0	0
25.08.1993	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26.08.1993	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27.08.1993	7:30	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28.08.1993	7:30	0	0	0	0	0	0	0	1	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0
29.08.1993	7:30	0	0.6	0.1	0	0	3.6	0	0	0	10	1.5	2.5	2	0	5	2.2	1.5	15	14.7	0.6	6	0	0
30.08.1993	7:30	0	0.5	0.1	0	0	3.4	0	0	0	0	0	0	0	0	0	0.5	0.2	0.3	0	0	0	0	0
31.08.1993	7:30	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01.09.1993	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
02.09.1993	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
03.09.1993	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
04.09.1993	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0
05.09.1993	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	1.3	0
06.09.1993	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
07.09.1993	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
08.09.1993	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
09.09.1993	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.09.1993	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11.09.1993	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0	0	0
12.09.1993	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0
13.09.1993	7:30	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
14.09.1993	7:30	0	0.8	0.7	0	0	0	0	0	0.3	1.3	0	0	0	0	1.5	0	0	0	0	1.2	0	3.5	0
15.09.1993	7:30	0	0	0	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16.09.1993	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17.09.1993	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18.09.1993	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19.09.1993	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20.09.1993	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21.09.1993	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22.09.1993	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23.09.1993	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24.09.1993	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0	0	0
25.09.1993	7:30	0	0	0	0	0	6.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26.09.1993	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27.09.1993	7:30	4.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28.09.1993	7:30	0	0	0	0	0	6.6	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
29.09.1993	7:30	2.5	0	0.1	0	0	7	0	34.5	0	8.1	6.5	0	0	0	0	4.5	4.5	0.5	0	0.5	0	20	0
30.09.1993	7:30	0	11	9	9	0	7.3	0	0	1	0	9	4	0	0	0	4	0	4	10	10.5	6	0	0
01.10.1993	7:30	1	0	20.5	0	0	5.5	8	8	5.4	16	10.5	5	3	1.5	14	7	8	8	0	22.5	12	0	7.6
02.10.1993	7:30	1	0	3.5	0	0	5.8	0	0	0.6	0	0	1	1.7	0	7.5	0	1	2.5	1.5	2.5	5.5	0	0
03.10.1993	7:30	0	25	0.2	23	7.5	2.4	0	0	0	3.5	0	0	0	0	0	0	0	0.3	0	0	0	0	0
04.10.1993	7:30	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	1	0
05.10.1993	7:30	3	0	0	0	0	0	8.3	6.5	0	3.1	0	0	0	0	0	0	0	0	0	1.5	0	0	0
06.10.1993	7:30	1	11.5	11.5	10	9.5	5.8	0	0	0	6.4	8	9	6.5	0	13.5	4	10	11	11.5	11	10	0	7.8
07.10.1993	7:30	0	7.7	3.3	2.5	0	5.6	0	4	0	11	6	4	0	8.5	3	2	2.5	2.5	2.2	13	8.5	0	0
08.10.1993	7:30	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0
09.10.1993	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.10.1993	7:30	0	0	0	0	0	5.4	0	0.3	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0
11.10.1993	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12.10.1993	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13.10.1993	7:30	0	0	0.7	0	0	5.5	0	0	0	0	0	0	0	0	0	0	0	0	1.1	0	0	0	0
14.10.1993	7:30	0	4.2	2.3	3.5	0	0	0	5	2.5	14.8	8	3.5	0	0	0	0	1	3.7	0	6.5	0	0	0
15.10.1993	7:30	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.2	0	0	0
16.10.1993	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17.10.1993	7:30	0	0	1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
18.10.1993	7:30	0	2	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19.10.1993	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20.10.1993	7:30	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0
21.10.1993	7:30	0	2.5	2	0	0	5.5	0	5	4.2	0	5	3	0	0	0	0	0.8	0	0	2	0.5	0	0
22.10.1993	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23.10.1993	7:30	0	0	0	0	0	0	18.5	0	0	0	0	0	0	8.5	0	0	6.6	0	0	18	0	10	16
24.10.1993	7:30	0	0.8	2.6	6	3	5.6	0	2.5	0	6	0	19	0	0	0	0	0.5	3	2.5	2	2.5	0	0
25.10.1993	7:30	0	0	0.5	0	0	5.4	0	0	0	2	3	1	0	0	0	0	0	0	0	0.3	0	0	0
26.10.1993	7:30	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0.2	0	0	0
27.10.1993	7:30	0	0	0	0	0	0	5.5	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0	0	5.6
28.10.1993	7:30	0	10	6.3	0	4	5.5	0	0	9.6	0	3	0	0	0	0	0	0	0	0	0	4	0	0
29.10.1993	7:30	0	0	0	0	0	0	0	0	0	0	0	2	1.2	0	0	0	0	0	0	0	0	0	0
30.10.1993	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0
31.10.1993	7:30	1	0	8.7	17	0	0	0	0	2.6	7.5	4.5	3.5	0	0	2	1.5	0	4.5	2.6	10	4.5	0	0
01.11.1993	7:30	0	12.5	3	2.5	0	7.6	0	5.5	4.6	2	2.5	2	0	0	0	0.7	4	0.1	1	4	2	0	0
02.11.1993	7:30	0	3	1.7	1.5	0	7.5	18.5	0	0	0	2	2	0	0	0	0	0.6	0.8	0	2.5	0	26	0
03.11.1993	7:30	0	36	50	24	5	7.8	0	7.5	0	16.5	9.5	21	35	0	14.5	28.5	24	14.2	12.1	16.5	18.5	0	10.8
04.11.1993	7:30	0	0	0.2	0	0	0	0	0	0	0	0	0	1.1	0	0	0	0	0	0	0.6	0	0	0
05.11.1993	7:30	1	0	4.9	0	0	7.6	0	0	1.2	12.2	4.5	4.5	2	0	0	2.5	3.2	0	0	9.5	4.5	0	0
06.11.1993	7:30	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	4.5	0	0	0	0	0.8	0	0	0
07.11.1993	7:30	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
08.11.1993	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
09.11.1993	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.11.1993	7:30	6	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	15	0	15	0
11.11.1993	7:30	7.5	10	15.2	21.5	7.5	7.7	0	0	5.7	17.5	10	11	0	12.5	6.5	13.2	15	13.5	8.6	9	10.5	18	7.4
12.11.1993	7:30	0	17	14	0	0	7.7	15	0	9.2	11.6	8.5	7.5	25.5	0	19	14.5	17.5	26	25.4	9.2	19	0	9.2
13.11.1993	7:30	0	0	0.3	16.5	0	0	0	0	2.3	0	1	2	0	0	0	0	0	0	0	4	0	0	0
14.11.1993	7:30	0	0.4	0	0	3	7.5	0	0	0	2.5	0	0	0	0	0	0	0	0	0	1.5	0	0	0
15.11.1993	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16.11.1993	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17.11.1993	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18.11.1993	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19.11.1993	7:30	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20.11.1993	7:30	0	0	0.5	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0
21.11.1993	7:30	31	0	0	0	0	0	10.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22.11.1993	7:30	34.5	7.5	9.6	7.5	8	7.6	14.5	44.5	12.2	16.5	19	14.5	0	8	0	9.5	8.5	12.5	13.1	6.5	10	0	7.1
23.11.1993	7:30	0	36.5	34.9	42	19.5	7.8	0	46.5	48.5	26	52.5	50	24	1.5	18.5	27.5	28.5	27	27	34.5	34.5	0	9
24.11.1993	7:30	12.6	3.2	1.5	3	0.5	7.5	15.5	0	5.2	4	2.5	4.5	3	11	3.5	1	1.2	1.5	1.5	6.5	2.5	37	9.4
25.11.1993	7:30	38.8	12	13.7	14.5	14.5	7.8	44	18.5	16.7	19.5	17	18	8.5	25	12.5	21.2	22	13.5	12.7	14.5	15.5	20	22.5
26.11.1993	7:30	8.5	0	76.7	0	0	8	0	43.5	37.5	52.5	38.5	39.5	31	6	35	53	50.5	61	0	66	73	0	0
27.11.1993	7:30	0.1	0	16.5	0	0	7.6	0	0	12.7	15	15	13	7.5	1.5	10.5	9.5	11	12	0	18.5	12	0	0
28.11.1993	7:30	0	99	0.3	83	51	7.5	0	0	11.4	0	0.5	0	4.4	0	3.5	0.4	0.4	1.4	76	2	0	70	0
29.11.1993	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0
30.11.1993	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01.12.1993	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
02.12.1993	7:30	39.5	0	0	0	0	0	0	0	0	0	0	4.5	0	0	0	0	0	0	0	0	0	0	0
03.12.1993	7:30	0	54.5	39.1	0	0	10.8	0	27	58	101.5	46	102.5	0	0	0	2	3.5	5	0	28.5	4	0	0
04.12.1993	7:30	0	0	0.5	0	0	0	0	0	0	10	3	2.5	0	10.5	0	0	0	0	0	3	0	0	0
05.12.1993	7:30	0	14.5	16.9	63	3.5	10.4	0	2.5	10.3	0	3	5.5	0	0	37.5	19	13	20	28	60	28	92	0
06.12.1993	7:30	3.2	0	0.3	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	1	0	0	0
07.12.1993	7:30	9.5	0	0.9	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0
08.12.1993	7:30	0	10.9	0	0	0	10.2	9.5	0	0	0	1.5	0	0	3	0	0	12	0	0	1	0	0	6.5
09.12.1993	7:30	0	12.1	6.9	32	0	11	0	2	0.4	4.5	6.5	0	0	0	16.5	34.5	0	17.1	0	3	8	14	0
10.12.1993	7:30	0	0	10.7	0	0	0	0	6.5	0.6	19	0	0	0	0	0	3.5	0	7.9	0	7	10	18	0
11.12.1993	7:30	5.5	0	0.6	0	0	0	0	0	2.8	1.5	0.5	14	0	0	0	0	0	0	0	0.8	0	0	0
12.12.1993	7:30	0	2.7	1.4	10.5	0	0	0	0	0	3.5	1.5	0	0	0	0	0	0	0	20	9.5	0	12	0
13.12.1993	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14.12.1993	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15.12.1993	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0
16.12.1993	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17.12.1993	7:30	3.2	0	0	0	0	0	0	0	0	0	2.5	2	0	0	0	0	0	0	0	0.1	0	0	0
18.12.1993	7:30	0	0	1.6	0	0	0	0	0	5.2	3	7.5	0	0	0	0	0	0	0	0	4.5	0	12	0
19.12.1993	7:30	0	10.4	7.2	8	0	10.9	0	0	1.5	10	5	5	0	0	0	0	0	1.5	1.5	7	4	18	0
20.12.1993	7:30	0	4.5	4.5	3	0	0	0	0	2.6	6	2	1	0	0	0	0	5.2	0.2	0	3	0	14	0
21.12.1993	7:30	30	0	0.1	0	0	0	0	0	0	0	1	0	0	25	0	0	0	0	0	2	0	0	0
22.12.1993	7:30	0	12	7	13.5	6.5	10.3	0	0	8.4	51	3.5	17	12	1.5	9	24	18	33.5	0	32	24.5	55	0
23.12.1993	7:30	0	12.9	9	6.5	0	10.8	0	0	6.3	26.5	5.5	16	1.5	0	30	6	5	6.4	0	13	8.5	25	0
24.12.1993	7:30	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
25.12.1993	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26.12.1993	7:30	0	16	0	0	0	11	0	0	0	0	0	0	0	5.5	0	0	0	0	0	0	0	0	0
27.12.1993	7:30	0	0	9	12.5	2.3	9.4	0	0	9	4.5	11	0	0	25	0	54	34.5	47	46.5	10.5	6	10	8.9
28.12.1993	7:30	9	28.9	25.4	94.5	12	9.4	16	26	1.3	22	0	20	52.8	33.5	0	35	51	10	0	30.5	20	28	12.6
29.12.1993	7:30	15.5	39.8	66.7	44.5	35	10.3	25.5	30	46	33.5	30	29	22.3	71	34.5	18	19.5	14.5	0	55	34	35.5	9.3
30.12.1993	7:30	19	23.5	20.7	17.5	6.5	9.9	17	21	18.3	42	18	31	0	0	20	33	36	27.5	0	42.4	35	44.5	0
31.12.1993	7:30	0	0	0.2	0	0	11	0	1.3	0	0	1	0	0	0	0	0	0	0.1	0	0	0	0	0
01.01.1994	7:30	0	0	0	0	0	7	0	2	0	2.1	0	0	2.5	9	0	0	4	0.9	0	0	0	0	0
02.01.1994	7:30	18	7.5	3.1	5	0	7	8	0	9.5	5	1	2	9.7	42	0	3	1.6	1.8	48	5.5	30	0	6.3
03.01.1994	7:30	2.5	19.6	21.1	6.5	11.5	13.6	0	0	2.6	8.5	2	2.5	28	0	0	31.5	28.5	24.6	31	13	0	4	0
04.01.1994	7:30	0	6.5	5.3	5	0	0	0	0	0	21	0	7.5	0	0	0	0	1.5	0	5	0	0	8	0
05.01.1994	7:30	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
06.01.1994	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
07.01.1994	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
08.01.1994	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
09.01.1994	7:30	0	0	0	0	0	6.9	0	6	0	2.5	0	0	0	0	0	0	0	0.2	0	0.1	0	0	0
10.01.1994	7:30	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0.1	30	0	0
11.01.1994	7:30	0	3.2	3.8	4.5	1.1	6.9	0	0	0.8	0	3	3.5	0	0	0	0	1.5	1	0	3	0	0	0
12.01.1994	7:30	0	0	0	0	0	8.1	6	2	1.5	0	0	0	0	0	0	0	6	0	0	0	15	20	0
13.01.1994	7:30	0	2.5	1.2	0	0	0	0	0	0	11	1.5	0	4.6	0	6.5	7	0.5	1.5	0	0.7	0	0	5.2
14.01.1994	7:30	0	0	1.4	0	0	0	0	0	0	3.7	3	3	13	0	0	0	0	0	0	0	0	0	0
15.01.1994	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	3.5	0	18.5	0
16.01.1994	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
17.01.1994	7:30	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0
18.01.1994	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19.01.1994	7:30	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0
20.01.1994	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21.01.1994	7:30	18	0	0	0	0	0	67	0	0	0	0	0	0	9	0	0	6.7	0	0	0	0	0	0
22.01.1994	7:30	9	10	7.5	0	0	3.1	0	0	19.2	22	3	9.5	13.2	0	12.5	5	0	6	0	8	7.5	0	6.8
23.01.1994	7:30	4	1	2	20	0.5	7.2	0	13.5	2.7	12	6.5	5	4	3.5	1	0	10.6	0.2	4	4	0	0	0
24.01.1994	7:30	1	14	12.2	17	2.5	8.1	0	8	14	34.5	9.5	17	0.2	0	20	11	0	10.5	0	19	17	25	0
25.01.1994	7:30	0	5.5	4.3	3	0	8.2	0	0	6.3	23.5	9	13.5	0	0	0	2.5	0	5	13.1	9.5	5.5	0	0
26.01.1994	7:30	0	0	0.1	0	0	7	0	5	0	1.5	0	0.5	0	0	0	0	0	0.1	0	2	0	15.2	0
27.01.1994	7:30	0	0	0	0	0	8.7	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.2	0	10	0
28.01.1994	7:30	0	0	0	0	0	0	0	0	0	1.9	0	0	0	0	0	0	0	0	2	0	0	0	0
29.01.1994	7:30	0	0	0.1	0	0	0	0	0	0	3.4	0	0	0	0	0	0	0	1.5	0	3.5	2.5	0	0
30.01.1994	7:30	16.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31.01.1994	7:30	0	79.5	94.5	47.5	39.5	62.4	64.5	0	75.6	66	33	87.5	13.1	16.5	59	240	0	162.5	142.6	0	175	0	6.1
01.02.1994	7:30	17	2.5	0	8.5	0	10.9	0	27	6.6	0	0	0	0	0.2	0	0	251.5	0.3	0	139	0	128	0
02.02.1994	7:30	2	3	3.5	0	0	0	0	5	5.5	19	5	6.5	0	0	0	5	12.8	9.5	8	9.5	10.5	0	0
03.02.1994	7:30	0	0	0.5	0	0	0	0	0	1.8	0	0	4	0	0	0	0	0	0.6	0	1	0	0	0
04.02.1994	7:30	22	0	0	0	0	0	0	0	0	4.8	0	13	0	0	0	0	0	0	0	3	0	22	0
05.02.1994	7:30	3	0	18.9	0	0	10.6	0	13	22.5	67.5	25.5	31.5	0	0	0	4	2	0	0	17.5	0	0	0
06.02.1994	7:30	4	16	0.7	0	1.8	10.5	0	8	0	3	6	5	0	0	0	0	0	0	0	2	0	35	0
07.02.1994	7:30	1	13.5	13.5	22.5	5.2	11.1	0	9	9.4	39.5	15.5	23	0	0	13	12	12.5	6.5	6.5	25.5	11.5	38	0
08.02.1994	7:30	0	16.6	12.9	11.5	0	10.9	0	0	0	17.5	5.5	9	0	0	0	7	7.7	8.5	7.1	14	10	18	0
09.02.1994	7:30	0	2.5	0.9	0	0	0	0	0	0	0.6	1	0.5	0	0	0	0	0.5	0	0	6.5	2	0	0
10.02.1994	7:30	0	0	0.8	0	0	0	0	0	0	1	0.5	1	0	0	0	0	0	0	0	0.5	1.5	3.5	0
11.02.1994	7:30	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0.5	1.5	0	0
12.02.1994	7:30	1	0	0	0	0	0	0	0	0	4.6	0.5	4	0	0	0	0	0	0	0	1	1	4	0
13.02.1994	7:30	0	1.2	1	3.5	0	10.4	0	5.5	0	5	0	4.5	0	0	2	0	0	0.7	0	0.6	0	0	0
14.02.1994	7:30	0	3	1.2	0	0	0	0	0	0	3.5	2	2	0	0	0	0	0	0.8	0	2	0	8	0
15.02.1994	7:30	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0.3	0	0.3	0	4.5	0
16.02.1994	7:30	0	2	1.1	0	0	10.5	0	6	0	0	0	0	0	0	0	0	1.5	0.2	0	0.6	0	0	0
17.02.1994	7:30	0	0	0	0	0	0	0	0	0	6.5	0	0	0	0	0	0	0	0	0	0.5	0	5.5	0
18.02.1994	7:30	6	0	0	0	0	0	0	0	0	0	0	0	0	3.8	0	0	0	0	0	0	0	0	0
19.02.1994	7:30	2	0	30.6	0	0	0	0	0	11	48.7	17.5	20	14	0	0	15	17.5	20.6	0	48.5	25.5	65	15.3
20.02.1994	7:30	1	32	9.8	19.5	19	11.4	21	0	6.6	6.8	3	5	0	0	0	1	2	0.1	23.5	1.5	0	30.5	0
21.02.1994	7:30	1.5	18.5	15.5	0	0	10.5	0	6	5.7	8.3	4	7	0	0	0	1	0	3	0	10.5	6.5	10	0
22.02.1994	7:30	1	10.5	11	0	1.4	10.4	0	0	6.8	21	6.5	10	0.2	0	0	1.5	1.4	0.4	0	12.5	4	12.5	0
23.02.1994	7:30	0	3	1.4	16.5	0	10.5	0	0	0.8	8	2	3	0	0	0	0	0	0.3	0	6.5	5	0	0
24.02.1994	7:30	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0
25.02.1994	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26.02.1994	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27.02.1994	7:30	0	0	0	0	0	10.4	0	5.5	0	0	0	0	0	0	0	0	0	1.5	3	0	0	0	0
28.02.1994	7:30	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0.1	0	0	0	0	0
01.03.1994	7:30	0	0	0.1	0	0	0	0	0	0	1.3	0	0	0	0	0	0	0	1.4	0	0	1	0	0
02.03.1994	7:30	0	0	0	0	0	10.2	0	0	0	3.5	0	0	0	0	0	0	0	0	0	0	2	3.5	0
